Code,Title,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operation Monitoring,Operations Analysis,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
33-9091.00,Crossing Guards,2,3.12,2.62,2.88,2.88,1,1.12,1,2.12,3,1.25,1,1.12,2,1,2.88,1.88,1.12,1.38,1.25,2.25,1,1.12,2.38,1,1,3,3.12,3.5,1.62,1.62,1,2.38,1,2.25
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2.75,3.25,2.75,3,3.12,1,1.25,1,2.75,3.25,2.88,1,1.12,2.25,1.25,3.62,2.12,1.12,2.12,1.38,2.62,1,2.25,2.62,1,1.75,3.25,3.12,3.62,1.75,2,1.12,2.5,1.88,2.5
33-9093.00,Transportation Security Screeners,2.88,3.25,2.75,3.25,3.25,2,1.88,1,2.88,3.12,2.5,1.62,1.88,2.5,1.88,3.38,2.62,2.62,2.75,1.88,3,1.5,2.5,3,1.62,1.75,3,3.25,3.38,2.12,2.38,1,2.62,2.25,2.88
35-1011.00,Chefs and Head Cooks,3.5,3.75,3.25,3.62,3.88,2,2.12,1,3.25,3.75,2.88,2.88,3,3.88,2.5,4,3.25,2.25,2.62,2.62,3.12,1,2.88,3.12,1.75,1.75,3.5,3.75,3.75,2.62,2.62,1.5,3.88,2,2.88
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2.88,3.75,3.12,3.75,3.38,1.38,1.25,1,3.5,3.25,3.12,2.75,2.75,3.62,3,3.62,3.12,2.12,2.25,2,3.25,1.38,2.88,3.38,1,1.12,3.75,3.5,3.88,3,3,1.38,3.38,1.75,2.88
35-2011.00,"Cooks, Fast Food",2.38,3.12,2.25,2.62,2.75,1,1.25,1,2.38,2.38,1.88,1.5,1.38,2,2.12,2.62,2.38,2.12,2.25,1.25,2.25,1,2.12,2.62,1,1.25,3,2.62,3,1.75,1.75,1.12,2.5,1.38,2.12
35-2012.00,"Cooks, Institution and Cafeteria",3,3,3,3,3,1.25,1.25,1,2.88,3.12,2.5,2.5,2.88,3,2.75,3.25,2.88,2.75,3.12,2,2.75,1.25,3.12,3.12,1,1,3.12,2.88,3.12,2.62,2.5,1.25,3.38,1.88,2.75
35-2013.00,"Cooks, Private Household",3.25,3.12,3,3,3.25,1,1.38,1,1.38,3.38,2.5,2.75,3.25,2.5,2.5,3.12,2.38,2.62,2.62,2.38,2.88,1.5,2.38,3.38,1,1.38,3.38,3,3,2.5,2.12,1.75,3.5,1.88,2.62
35-2014.00,"Cooks, Restaurant",2.62,3,2.38,3.12,2.88,1.12,1.75,1,2.25,2.88,2.25,2.12,2.38,2.62,2.5,3.12,2.25,2.38,2.75,1.5,2.12,1,2.88,2.62,1,1.25,2.38,2.75,2.88,2.12,2,1.38,2.62,1.62,2.38
35-2015.00,"Cooks, Short Order",2.5,3.38,2.75,3.12,2.75,1,1.25,1,2.25,2.62,2.25,1.88,1.88,2.25,2.25,2.88,2.5,1.12,2.25,1,2.5,1,2,2.88,1,1,3.12,2.75,3,1.25,2.12,1.62,3.12,2,2.38
35-2021.00,Food Preparation Workers,1.75,3.12,2.12,2.75,2.62,1,1.38,1,2.12,2.5,2,1.12,1.12,1.75,2,3,1.88,1.5,1.88,1.12,2,1,2.38,2.38,1,1,2.62,2.5,2.88,1.62,1.62,1.12,2.75,1.75,2
35-3011.00,Bartenders,2.88,3.62,2.88,3,3.12,1.12,1.12,1,2.88,2.88,2.62,2,2.12,2.38,2.38,3,2.88,2,2.25,1,2.88,1.38,2,2.75,1,1,3.62,3.38,3.38,2.25,2.38,1.5,2.75,1.75,2.62
35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",2.62,3.38,2.38,3.12,2.75,1,1,1,3,2.88,2.75,1.75,2,2.5,2.75,3.12,2.25,2,2.12,1.12,2.5,1.38,2.25,2.62,1,1,3.25,3.12,3.25,1.75,2,1.38,2.5,1.62,2.12
35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",2.62,3.62,2.75,2.88,3,1,1.12,1,2.62,2.88,2.38,1.88,1.62,2.5,2.5,2.88,2.75,1.12,2.25,1.12,2.88,1.25,2.25,3,1,1,3.38,3.25,3.25,2,2.38,1.38,2.88,1.75,2.88
35-3031.00,Waiters and Waitresses,2.62,3.88,2.75,3.25,2.75,1,1,1,2.25,3,2.5,1.12,1.38,2,2.12,3.12,2.5,1.25,1.62,1.12,2.88,1.38,1.75,2.62,1,1,3.75,3.62,3.62,1.75,2,1,2.5,1,2.38
35-3041.00,"Food Servers, Nonrestaurant",2,3.38,2.12,2.38,2.88,1,1.25,1,2.12,2.5,1.88,1.5,1.62,2.12,2,3.25,1.88,1.75,1.88,1.38,2,1,2.25,2.62,1,1,2.88,3.12,3.12,1.5,1.5,1.5,2.62,1.88,2
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,2.25,3,2.12,3,2.5,1,1.25,1,2.25,2.5,2,1,1.25,1.88,1.5,3,2.25,1.25,2.38,1.38,2.25,1,2.25,2.38,1,1,3.25,3.12,2.88,1.25,1.75,1,2.5,2,2
35-9021.00,Dishwashers,2,2.75,2.12,2.75,2.62,2.25,2.25,1,1.75,2.5,1.38,1.62,1.75,2.12,1.75,2.75,2.12,2.62,2.62,1.25,2.12,1,2.62,2,2.25,1,2.38,2.62,2.5,1.75,1.75,1,2.88,2.38,1.75
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.62,3.5,2.5,3,2.88,1,1,1,2.75,2.62,2.25,1.25,1,2.5,2,2.75,2.88,1,1.25,1,3,1,1.12,2.88,1,1,3.25,3.12,3.38,2.12,2.12,1,2.88,1,2.62
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,3,3.12,3,3.25,3.12,2.12,1.5,1,3,3.12,3.12,2.38,2.88,3.38,2.38,3.38,3,2.38,2.5,2,3,1,2.88,3.12,1.5,1.12,3.12,3.38,3.38,2.5,2.62,1.25,3.38,2.38,2.88
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3,3.62,3.25,3.62,3.62,2.38,1.75,1.12,3.25,3.38,2.75,2.12,2.5,3.62,2.5,3.62,3,3,3.38,2.5,3,1.5,3.12,3.25,2.38,1.25,3.12,3.25,3.62,2.62,2.62,1.5,3.5,2.62,3.12
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2,2.75,2.38,2.75,2.88,2.25,1.88,1,1.62,2.25,1.62,1,1.25,1.75,1,2.5,1.75,2,2.38,1.5,2.12,1,2,2.25,2,1,2.5,2.62,2.62,1.5,1.5,1,2.62,2.25,1.75
37-2012.00,Maids and Housekeeping Cleaners,2,2.88,2.25,3,2.62,1,1.5,1,2.25,2.38,2.12,1.62,1.75,2.25,1.75,2.88,2,1.88,1.88,1.12,2.25,1,2.25,2.5,1,1,3.25,2.75,2.88,2,1.88,1.38,2.75,1.75,2.12
37-2021.00,Pest Control Workers,3.25,3.62,3.5,3.12,3.75,2.38,2.38,1,2.88,3.38,2.75,2,2.25,3,2.75,3.5,3.25,3.12,3,1.75,3.25,1.5,2.75,3.38,2.38,1.62,3.25,3.5,3.62,2.88,2.5,1.5,3.62,2.5,3.62
37-3011.00,Landscaping and Groundskeeping Workers,2.25,3,2.62,2.62,3,2.38,2.12,1,2.12,2.62,1.88,1.25,1.75,2.12,1.62,2.62,2,3.38,2.88,1.38,2,1,2.38,2.5,2.5,1.5,2.5,2.75,3,2.12,2,1.38,2.88,2.25,2.12
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",2.62,3.38,3,2.75,3.38,2.62,2.12,1.25,2.12,3,2,1.5,1.62,2.38,2.12,2.75,2,3,3,1.38,2.25,1,2.38,3,2.38,2,2.5,2.88,3,2.25,2.12,1.38,3.12,2.12,2.5
37-3013.00,Tree Trimmers and Pruners,2.62,3.38,3.12,3.25,3.25,2.5,2.62,1,3.12,2.88,2.5,1.5,1.62,3,1.88,3,2.5,3.75,3.62,1.38,2.62,1,2.88,2.75,2.38,1.88,2.75,2.88,3,2.12,1.88,1.38,2.88,2.88,2.62
39-1011.00,Gaming Supervisors,3.12,4.12,3.12,3.62,3.62,1,1,1,2.88,3.38,2.5,2.12,1.5,3.5,2.25,4.5,3.5,1,1.38,1.5,2.88,1.12,2,3,1,1.75,3.38,3.88,4.12,2.62,2.38,1.12,3.5,1.12,2.88
39-1012.00,Slot Supervisors,2.38,3.62,2.62,2.88,3.25,2.5,1.5,1,2.25,2.88,1.62,1.25,1.62,2.62,2.75,3.88,2.62,2,3.12,1.12,2.5,1.12,2.25,2.5,2.62,1.38,3,3.38,4,1.62,1.75,1.25,2.75,2.38,2.62
39-1021.00,First-Line Supervisors of Personal Service Workers,2.88,4,3.38,3.75,3.88,1,1.25,1,3.38,3.25,2.75,2,2.25,3.62,2.12,3.38,3.12,2.12,2.62,2.25,3.5,1.38,2.75,3.38,1,1.88,3.62,4,3.88,2.88,2.88,1.75,3.62,1.75,3.25
39-1021.01,Spa Managers,3.5,3.75,3.38,4,3.88,1,1.38,1,3.5,3.75,3.38,3.12,3,3.88,2.75,4,3.25,2,2.62,1.62,3.75,1.5,2.5,3.38,1,1.12,3.88,3.88,4,3.38,3.25,1.88,3.75,2,3.12
39-2011.00,Animal Trainers,3.25,3.25,3,3.25,3.5,1,1.12,1,3.62,3.25,3.5,2.12,2.38,2.88,2.25,3.12,2.75,2.5,2.88,1.88,2.88,1,2.12,3,1,2,3,2.88,3.5,2.5,2.75,1.62,3.12,1.88,2.88
39-2021.00,Nonfarm Animal Caretakers,2.62,3.12,2.75,2.88,2.62,1.38,1.62,1.38,2.25,3,2.12,1.38,1.75,2.25,2,3.12,2.25,1.38,2,1.12,2.38,1,2,3,1.38,1.5,3.12,2.75,3,1.88,1.88,1.5,2.88,1.88,2.75
39-3011.00,Gaming Dealers,2.75,3.5,2.62,3,3,1,1,1,3,2.88,2.38,1.38,1.5,2.5,2.75,3.38,2.88,1.12,2.12,1,2.88,1,2.12,3,1,1.12,3.25,3.5,3.5,2.25,2,1.38,3,1.75,2.5
39-3012.00,Gaming and Sports Book Writers and Runners,2.62,3.5,2.75,3.12,3.25,1.12,1,1,2.38,2.75,2.25,1.88,1.88,2.5,3,3.25,2.75,1.5,2,1,2.75,1.12,2,3,1,1.25,2.75,3.25,3.38,2.12,1.62,1,2.62,1.5,2.75
39-3021.00,Motion Picture Projectionists,2.25,3.12,2.75,2.62,2.88,2.75,2.25,1.38,2,2.62,2.12,1.25,1.62,2,1.38,3.12,2,3.38,3.38,2.12,2.25,1,2.75,2.88,2.75,1.25,2.5,2.75,2.88,1.62,1.75,1.38,2.88,2.75,2.38
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",2.5,3.38,2.62,2.88,3.12,1,1,1,1.12,2.5,1.25,1.12,1.25,2.62,2.38,3,2.75,1.12,2.12,1.5,2.62,1.38,2.12,2.88,1,1,3.38,3.5,3.38,2,2,1,2.5,1.88,2.25
39-3091.00,Amusement and Recreation Attendants,2.25,3.38,2.25,2.88,2.75,1.62,1.25,1,2.12,2.62,2,1.12,1.5,2,2,2.88,2.12,2.5,2.25,1.12,2.62,1.5,1.75,2.38,1.62,1,3.25,3.25,3.62,2,1.88,1.25,2.5,1.62,2.5
39-3092.00,Costume Attendants,2.12,3.25,2.38,3,2.88,1,1.12,1,1.62,2.38,1.25,1.12,1.38,2,1.12,2.75,2.5,1.88,1.75,1.88,2.62,1,2,2.5,1.25,1,2.75,3,3.25,1.62,1.62,1.25,2.62,1.5,2.38
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",2.12,3.5,2,2.75,2.5,1,1.12,1,2,2.25,1.38,1,1.25,2,1.38,2.75,2.5,1.5,1.62,1.25,2.25,1,1.25,2.62,1,1,3.5,3.12,3.62,1,1.38,1,2.38,1,2.25
39-4011.00,Embalmers,2.75,3.5,3,3.12,3.25,2,2.12,1,2.62,3.12,2.38,1.75,2,2.75,2,3.12,2.25,2.25,2.62,2,2.38,1,2.38,2.88,1.88,2.62,3.12,3.12,3.75,2.12,2.12,1.62,3,2,2.88
39-4021.00,Funeral Attendants,1.75,3.38,2,2.75,2.5,1.62,1.25,1,1.62,2.5,1.5,1,1.62,1.5,1.25,2.62,1.75,1.5,1.5,1.5,1.88,1,1.5,2.25,1,1.12,3.5,3.25,3.5,1.38,1.25,1.12,2.38,1.25,2.38
39-4031.00,"Morticians, Undertakers, and Funeral Directors",3,3.75,3.12,3.75,3.38,1,1.12,1,2.88,3.38,2.75,2.88,2.62,3,2.88,3.12,3.25,2.62,2.62,2.75,3.12,1.38,2.75,3.25,1,2.25,4,4.12,3.88,2.88,2.88,1.62,3.38,1.75,3.38
39-5011.00,Barbers,2.62,3.62,2.38,2.88,2.88,1.75,1.88,1,1.25,2.75,2,1.62,1.75,1.75,1.25,3.12,1.88,2,2,2.75,2.38,1,1.88,2.62,1.5,1.38,3,3.12,3.38,1.38,1.38,1.12,2.5,1.62,2.12
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",3.38,3.88,3.25,3.12,3.5,1.5,1.88,1,2.75,3.38,2.75,1.25,1.5,2.25,2.62,3.12,2.5,1.5,2.12,2.62,2.88,1,2.12,2.75,1,1.88,3.62,3.38,3.5,2.38,2.38,1.38,3.12,1.75,2.75
39-5091.00,"Makeup Artists, Theatrical and Performance",3,3.25,2.88,3.12,3.12,1,1.88,1,2.62,3.25,2.62,2.75,2.75,2.75,2.5,3,2.75,1.12,2.12,2.88,2.88,1,2.25,3,1,1.5,2.62,3,3.38,2.5,2.38,1.62,3.12,1.75,2.88
39-5092.00,Manicurists and Pedicurists,2.75,3.25,2.62,3,2.88,1,1.5,1,2.12,2.75,2.25,1.75,1.75,2.12,2.25,3,2.5,1.38,2.25,1.75,2.75,1,2.25,2.62,1,1.12,3.12,3.25,3.25,2,2.25,1.62,2.75,1.88,2.38
39-5093.00,Shampooers,2.25,3.12,2.12,2.75,2.5,1,1.38,1,2.12,2.5,2,1.38,1.38,2,1.62,2.75,2.25,1.25,2.12,1.12,2.38,1,1.5,2.5,1,1,3,2.75,3.25,1.5,1.5,1.38,2.5,1.38,2.38
39-5094.00,Skincare Specialists,3.12,3.5,2.75,3,3,1,1.75,1,2.75,2.88,2.88,1.12,1.38,2,1.5,3,2.5,1.75,2,2,2.62,1,1.88,3.12,1,1.38,3.5,3,3.62,2,2,1.38,2.88,1.38,2.38
39-6011.00,Baggage Porters and Bellhops,2.38,3.62,2.75,3.12,3,1,1,1,2.38,2.88,2.25,1.75,1.75,2.25,2,3.12,2.38,2.38,2.38,1.12,2.25,1.38,1.88,2.5,1,1,3.75,3.38,3.62,1.88,1.88,1.12,2.5,1.88,2.5
39-6012.00,Concierges,2.88,4,3.12,3.75,3.38,1,1,1,2.25,3,2.25,1.75,1.88,2.62,2.12,3,2.62,1.62,1.75,1.38,2.75,1.5,1.5,3.12,1,1,4.12,4,4,2.25,2.12,1.5,3,1,2.88
39-7011.00,Tour Guides and Escorts,2.38,3.38,2.38,3,2.88,1,1.12,1,2.5,2.88,2.38,1,1.5,2,1.88,2.75,1.88,1.38,1.5,1.62,2.62,1.38,1.25,3,1,1,3.12,3.38,4,2,2,1.5,2.62,1,2.38
39-7012.00,Travel Guides,2.88,3.88,3.12,3.62,3.25,1,1.5,1,2.88,3.12,2.88,2.5,2.5,2.75,2.75,2.88,3.12,2.12,2.25,2,3.5,1.62,1.62,3.25,1,1.25,3.75,3.5,3.88,2.75,2.5,1.62,3.12,1,3.12
39-9011.00,Childcare Workers,3,3.25,3,3.25,3.38,1,1,1,3,3.25,2.88,1,1.25,2.38,2.38,3.5,2.88,1,2.12,1,3,1,2.25,3.12,1,1.12,3.5,3.38,3.5,2.38,2.38,1.75,3.12,2,3.12
39-9011.01,Nannies,3.12,4,3.88,3.62,3.75,1,1.25,1,3.5,4,3.5,1.88,2.12,2.5,1.62,4,3.25,2.12,2.12,2.38,3.62,1,2.38,3.25,1,2,3.75,4.12,4.12,2.62,3,1.38,3.75,1.5,3.12
39-9021.00,Personal Care Aides,2.75,3.5,3,3,3.25,1,1,1,2.62,3,2.62,1.75,1.62,2.25,2.12,3.12,2.25,2.12,2.5,1,2.38,1,2.25,2.88,1,1.5,3.75,3.5,3.25,2,2.12,1.12,2.62,1.75,2.62
39-9031.00,Fitness Trainers and Aerobics Instructors,2.88,3.38,2.75,3.25,3,1.75,1.62,1,4.12,3,3.38,1.12,1.5,2.75,1.5,3.38,2.25,1.5,2.12,2.62,2.75,1,1.88,2.88,1.25,1.75,3.62,3.38,3.5,2.12,2.38,1.88,3,2,2.88
39-9032.00,Recreation Workers,2.75,4,3.12,3.88,3.25,1,1.25,1,3.5,3.38,2.88,2,2.62,3.25,2.12,3.62,2.88,1.88,2,2.38,2.75,1.38,1.88,3.25,1,1.62,3.88,3.88,3.88,2.75,2.62,1.5,3.5,1.88,3
39-9041.00,Residential Advisors,3.12,4,3.12,3.88,3.88,1,1,1,3,3.25,2.88,2,2.12,3,2,4,3.75,1.62,2,2.25,3.5,1.12,1.62,3.12,1,1.75,3.5,4,4,3,2.88,1.75,3.75,1.62,3
41-1011.00,First-Line Supervisors of Retail Sales Workers,2.88,3.62,3.12,3.5,3.5,1,1,1,3.12,3.12,2.88,2.75,2.75,3.38,3,3.5,3.12,2,2.25,2.5,3.12,1.62,2.5,3,1,1.12,3.5,3.38,3.5,3,2.75,1.5,3.25,1.75,3
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,3.5,4,3.62,3.75,3.88,1,1,1,3.38,4,3.38,3,2.75,4,3.12,4,3.5,1.38,1.62,2.38,3.75,1.5,2,3.88,1,1.12,3.38,3.88,4,3.12,3.25,1.62,3.88,1,3.62
41-2011.00,Cashiers,2.38,3.38,2.12,2.62,2.88,1,1,1,2.5,2.75,2.12,1.12,1.12,2.38,3.12,2.75,2.5,1.88,1.88,1,2.5,1.38,1,2.62,1,1,3.25,3,3.25,2.12,2.25,1,2.75,1,2.38
41-2012.00,Gaming Change Persons and Booth Cashiers,2.25,3.25,2.75,2.75,2.88,1.25,1.25,1,2.25,2.88,2.12,2.12,1.88,2,3.25,3,2.5,1.88,2,1,2.62,1.38,2,3,1.62,1,3.12,3.12,3.25,1.88,1.75,1.12,2.25,1.88,2.88
41-2021.00,Counter and Rental Clerks,2.5,3.62,2.62,3.12,3.12,1,1.12,1,2.62,2.75,2.38,2,2.12,2.38,2.38,3,2.75,2.12,2.38,1,2.75,1.25,1.25,3.25,1,1,3.38,3.25,3.38,2,2,1.5,2.62,1,2.75
41-2022.00,Parts Salespersons,3,4.25,3.12,2.88,3.38,1.38,2.12,1.12,2.5,3.12,2.38,1,1.75,1.75,2.88,3.38,3.12,1.38,2,1.38,3.62,1.5,1.88,4,2,1,4.12,3.75,4.25,2.25,1.88,1.5,2.88,1.88,3.38
41-2031.00,Retail Salespersons,2.88,3.75,2.88,3.25,3.12,1,1.12,1,2.75,2.75,2.5,1.88,1.75,2.5,2.5,3,3.5,1.75,1.75,1.62,3.75,1.25,1.75,3.38,1,1.12,3.62,3.5,3.75,2,2,1.75,3,1.62,2.88
41-3011.00,Advertising Sales Agents,2.88,3.75,2.62,3.25,3.25,1,1.12,1,2.38,3,2.5,2.12,2,2.38,2.88,3,3.5,2.12,2.38,2.25,3.88,1.62,1.62,3.25,1,1.25,3.62,4,3.75,2.62,2.38,1.75,3.38,1,3.25
41-3021.00,Insurance Sales Agents,3.25,4.12,3.25,3.12,3.62,1,1,1,2.75,3.38,2.5,1.12,1.12,2.38,2.62,3.12,3.38,1.88,2,2.12,3.62,1.62,1.12,4,1,1.25,3.62,3.38,3.75,2.62,2.62,1.5,3.62,1,3.75
41-3031.01,"Sales Agents, Securities and Commodities",3.38,4.25,3.62,3.12,4.12,1,1,1,2.75,3.75,2.88,2.38,1.88,2.75,2.88,3.25,3.12,1,1,2.5,4,2,1.25,3.88,1,1.38,3.5,3.62,4.38,3.88,3.12,1.38,3.5,1,3.62
41-3031.02,"Sales Agents, Financial Services",3.38,4.12,3.5,3.12,4.12,1,1.12,1,3,3.5,2.75,2,1.88,2.62,2.62,3.12,3.25,1,1.75,2.5,4,1.88,1.12,3.75,1,1.25,3.25,3.88,4,2.75,2.88,1.38,3.38,1,3.38
41-3041.00,Travel Agents,3.38,4.5,3.25,3.5,3.25,1,1.12,1,2.5,3.5,2.38,2.12,1.62,2.38,3.25,3.25,3,1.5,1.5,2.12,3.62,1.62,1,3.88,1,1.12,4,3.88,4.38,2.38,2.38,1.38,3.25,1,3.12
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3.5,4.25,3.5,3.5,3.5,1,1.5,1,2.88,3.38,2.75,2.62,2.5,2.5,2.75,3,3.62,1.75,2.12,2.38,4.38,1.75,1.5,3.62,1,1.38,3.62,4,4.5,2.62,2.38,2.12,3.25,1.25,3.25
41-4011.07,Solar Sales Representatives and Assessors,3.12,3.88,3.25,3.12,3.5,1,1.25,1.12,2.75,3.12,2.5,2.12,1.88,2.38,2.75,3.12,3.38,1.75,1.75,2,3.5,1.62,2,3.5,1,1.38,3.62,3.5,4,2.75,2.62,1.88,3,1.62,3.25
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",3.12,4,2.88,3.12,3.62,1,1,1,2.75,3.12,2.38,1.75,1.75,2.25,2.12,3,3.62,1.88,1.62,2,3.88,1.5,1.25,3.38,1,1.25,3.25,3.75,4,2.25,2.12,1.62,2.75,1,2.88
41-9011.00,Demonstrators and Product Promoters,2.75,3.75,2.62,3.12,3.25,1,1.25,1,2.38,2.62,2.5,1.12,1.25,2,2.12,3.25,2.38,1.25,2.12,2.38,3.5,1.5,2.25,3.25,1,1.12,3.12,3.12,3.75,2.12,1.88,1.62,3,2.12,2.62
41-9012.00,Models,2.12,2.88,2.12,2.5,2.62,1,1.12,1,1.12,2.38,1.12,1.12,1.25,1.62,1.25,2.25,2.25,1,1,1.5,2.12,1,1.25,2.62,1,1,2,3,2.75,1.88,1.12,1.62,2.88,1,2.38
41-9021.00,Real Estate Brokers,3.12,3.88,2.88,3.38,3.75,1,1,1,1.88,3.5,1.75,1.75,1.25,2.62,2.62,3.38,3.38,1.5,1.38,2.12,3.5,1.12,2.75,3.75,1,1.12,3.38,3.5,4.25,2.25,2.12,1.12,3.38,1.12,3.38
41-9022.00,Real Estate Sales Agents,3.25,3.88,3,3.75,3.5,1,1,1,2.75,3.25,2.5,2.12,2,2.62,2.88,2.88,3.88,2,2.12,2.12,3.88,1.38,2.25,3.38,1,1.25,3.5,3.75,3.88,2.62,2.75,1.38,3.5,1.75,3.25
41-9031.00,Sales Engineers,3.5,4,3.62,3.5,3.88,1,1.5,1,3.5,4,3.25,2.38,2.5,3,3.12,3.25,3.5,2,2.38,2.62,4.12,2.12,2.38,4.12,1,1.88,3.62,4,4.12,3.62,3.5,2.88,3.62,2.38,3.75
41-9041.00,Telemarketers,1.88,4,2.25,2.5,2.88,1,1,1,1.62,2.25,1.38,1,1,1.38,1.5,2.5,2.75,1,1,1.75,4.12,1.12,1.12,3.12,1,1.12,3.5,3.5,4.25,1.25,1.38,1.12,2.12,1,2.38
41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",2.5,3.5,2.75,3.25,3.12,1,1,1,2.25,3,2.38,2,2.12,2.25,1.25,2.88,3.12,1,1,2,3.88,1.5,1.12,3.12,1,1,3.62,3.75,4,2.12,2.12,1.62,2.75,1,3.12
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,3.62,4.38,3.38,4,3.88,1,1,1,3.5,3.75,3.5,2.5,2.5,3.88,2.75,3.75,3.75,1.12,2.25,2.5,3.5,1.75,3,3.75,1,1.38,3.5,4,4.12,3.12,3,1.38,3.75,1.88,3.62
43-2011.00,"Switchboard Operators, Including Answering Service",2.75,3.88,2.88,3.38,3.25,1,1.12,1,2.12,2.88,2.38,1,1.12,2.25,2,3,2.5,1.38,2.12,1.38,2.88,1.5,1.62,2.88,1,1,3.25,3.75,3.88,2.12,1.88,1,2.88,1.12,3
43-2021.00,Telephone Operators,2.38,4,2.75,2.62,3,1,1,1,2.12,2.38,2.12,1.5,1.5,2,1.88,2.62,2.25,1.12,1.75,1.5,2.38,1.62,1.12,3,1,1,3.75,3.25,4,2,1.88,1.5,2.5,1,2.38
43-3011.00,Bill and Account Collectors,2.75,4,3,3.25,3.38,1,1,1,2.25,3.12,2.25,1.25,1,2.38,2.75,3,3.38,1,1.75,1.38,3.5,1.38,1,3.38,1,1.12,3,3.62,4,2.38,2,1.38,3,1,3.25
43-3021.01,Statement Clerks,2.75,3.38,2.88,2.62,3,1.25,1,1,2,2.62,2.38,1,1,2.12,2.5,2.62,2.12,1.62,1.62,1,2.25,1.88,1.38,3.25,1.5,1,2.62,2.62,3,2.12,2,1,3.12,1.38,2.75
43-3021.02,"Billing, Cost, and Rate Clerks",2.88,3.88,3,2.75,3.25,1,1,1,2.38,3,2.5,1,1.12,2.25,2.88,3.12,2.62,1.38,1.25,1.38,2.75,2,2.12,3.5,1,1,3,3.25,3.5,2.38,2,1,3.25,1,3
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2.88,3.38,2.75,2.88,3.25,1,1.12,1,2.38,2.75,2.38,2.12,1.75,2.5,3.25,3.25,2.5,1,1.75,1.5,2.62,1.38,1.12,3.38,1,1.12,2.75,3.12,3.38,2.38,2.12,1.38,3.25,1,3.25
43-3041.00,Gaming Cage Workers,2.38,3.5,2.25,2.75,3,1,1,1,2.5,2.88,2.38,1.38,1.38,2.25,3.88,3.25,2.5,1.62,1.62,1.25,2.25,1.12,2.38,2.88,1,1,3,3,3.75,1.62,1.5,1.12,2.62,1.12,2.75
43-3051.00,Payroll and Timekeeping Clerks,2.88,3.62,2.75,2.88,3,1,1,1,2.5,2.88,2.38,1.38,1.12,2.5,2.75,3.12,2.5,1,1.5,1.25,2.5,1.5,1,3.62,1,1.12,2.75,3,3.38,2.38,2,1,3.25,1,3.12
43-3061.00,Procurement Clerks,3.38,3.75,3.62,3.25,4,1,1,1,1.88,3.75,2,2.38,2.25,2.12,2.75,3.5,3,1,1.12,1.88,2.62,1.12,1.88,4.12,1,1.12,3.12,3.5,4.12,2.12,2.12,1.12,3.38,1.25,3.88
43-3071.00,Tellers,2.62,3.5,2.88,2.75,3.25,1,1,1,2.75,3,2.38,1.12,1.12,2.25,3.25,3.12,2.38,1.75,2,1.25,2.5,1.25,1.5,3.25,1,1.12,3.25,3.12,3.38,2.12,2.12,1,2.75,1,3
43-4011.00,Brokerage Clerks,3.25,3.88,3.38,3,3.5,1,1.12,1,2.88,3.12,2.88,1.88,1.88,2.75,3,3.38,2.75,1.25,1.75,1.62,2.5,2.12,1.25,3.75,1,1.25,3.12,3.38,3.75,2.88,2.5,1.12,3.62,1.12,3.38
43-4021.00,Correspondence Clerks,2.88,3.62,3.25,3.25,3.75,1,1.12,1.12,2.25,3.75,2.25,1.38,1,2.62,2.5,2.88,2.88,1.12,1,1.62,2.75,1.75,1.62,3.88,1,1.38,3.25,3.5,3.62,2.38,2.5,1.38,3.5,1,4
