Code,Title,Oral Comprehension,Written Comprehension,Oral Expression,Written Expression,Fluency of Ideas,Originality,Problem Sensitivity,Deductive Reasoning,Inductive Reasoning,Information Ordering,Category Flexibility,Mathematical Reasoning,Number Facility,Memorization,Speed of Closure,Flexibility of Closure,Perceptual Speed,Spatial Orientation,Visualization,Selective Attention,Time Sharing,Arm-Hand Steadiness,Manual Dexterity,Finger Dexterity,Control Precision,Multilimb Coordination,Response Orientation,Rate Control,Reaction Time,Wrist-Finger Speed,Speed of Limb Movement,Static Strength,Explosive Strength,Dynamic Strength,Trunk Strength,Stamina,Extent Flexibility,Dynamic Flexibility,Gross Body Coordination,Gross Body Equilibrium,Near Vision,Far Vision,Visual Color Discrimination,Night Vision,Peripheral Vision,Depth Perception,Glare Sensitivity,Hearing Sensitivity,Auditory Attention,Sound Localization,Speech Recognition,Speech Clarity
25-1053.00,"Environmental Science Teachers, Postsecondary",5,5,5,5,3.25,3.5,3.38,4,4,3.62,3.5,3.12,2.38,2.88,2.38,2.38,2,0,1.75,2.88,2.5,0.12,0,0.88,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,3.88,2.88,1.62,0,0,0.62,0,0.75,1.38,0.12,3.25,4.75
25-1054.00,"Physics Teachers, Postsecondary",5.5,5.12,5.62,5.12,3.5,3.5,3.5,4.38,4.38,3.88,3.75,4.12,3.38,2.88,2,2.12,2.12,0,2.25,2.5,2.25,1.25,1,1.88,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,3.88,3,1.75,0,0,0.62,0,1,0.88,0,3.38,5.12
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",4.88,5,5,4.88,3.62,3.75,3.88,4,4,3.62,3.88,3.12,2.25,3,2.38,2.75,2,0,2.12,3,2.88,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,3.88,3,1.5,0,0,0.12,0,0.62,0.88,0,3.12,4.75
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",5,4.88,5,4.88,3.38,3.75,3.12,4,4,3.25,3.25,2.25,2.25,3,2,2.12,2.25,0,2,2.5,2.75,0.38,0.25,1.38,0.25,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,3.5,2.88,0.75,0,0,0.5,0,0.88,1.75,0,3.25,4.75
25-1063.00,"Economics Teachers, Postsecondary",5,5,5,5,3.38,3.12,4,4.12,4,3.25,3.25,3.62,4,3,2.38,2.88,2.25,0,2.62,2.88,2.62,0,0,1.75,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,3.88,2.75,1.75,0,0,1,0,1.75,1.75,0,3.75,4.62
25-1064.00,"Geography Teachers, Postsecondary",5,5,5,5,3.62,3.62,3.38,4.12,4,3.5,3.5,2.75,2.5,2.88,2.12,2.38,2.12,0.38,2.12,2.75,2,0,0,1.12,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,3.38,3,1,0,0,0.25,0,0.88,1.38,0,3.75,5.12
25-1065.00,"Political Science Teachers, Postsecondary",5,5,5,5,3.12,3.12,3.38,4,4,3.12,3.12,2.5,2,3.12,2.12,2.12,1.88,0,1.25,2.75,2.38,0,0,0.62,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,4,2.62,0.88,0,0,0,0,0.5,0.88,0,3.38,4.75
25-1066.00,"Psychology Teachers, Postsecondary",5,5,5,5,3.5,3.5,3.62,4.12,4.12,3.38,3.25,2.88,2.5,3,2,2.12,2.12,0,1.88,2.62,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.75,3,0.62,0,0,0.38,0,0.75,1,0,4,5.12
25-1067.00,"Sociology Teachers, Postsecondary",5,4.75,5,5,3.12,3.12,3.5,4,3.88,3.12,3,2.62,2.12,3,2.12,2.12,1.5,0,1,2.75,2.12,0,0,0.62,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,3.62,2.62,0.75,0,0,0,0,0.25,0.62,0,3.75,4.75
25-1071.00,"Health Specialties Teachers, Postsecondary",5,5,5,5,3.38,3.62,3.62,4,4,3.75,3.5,3,2.62,3,2.88,2.62,2.12,0,2,3.12,3,0.62,0.25,1.12,0.38,0.5,0,0,0,0,0,0.5,0,0.5,1,0.62,0.38,0,0.38,0.38,3.75,2.62,1.75,0,0,0.75,0,1.25,1.75,0,3.75,4.75
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",5.12,4.88,5.12,4.88,3.5,3.5,4.38,4.12,4.25,3.88,3.75,2.88,2.75,3,3,2.88,2.38,0,2.5,2.88,2.75,2.75,2.12,2.5,2.25,1.88,0.88,0.38,0.75,0.62,0.12,1.25,0,0.75,2.38,1.25,1.12,0,0.88,0.62,4,3.12,2.12,0,0,1,0,1.25,2,0,3.75,4.88
25-1081.00,"Education Teachers, Postsecondary",5,5,5,5,3.12,3.25,3.62,4,4,3.38,3.12,2.38,2.25,2.75,2.12,2,2,0,1.38,2.88,2.38,0.75,0.88,1.38,0.75,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2.62,0.88,0,0,0.25,0,0.5,1,0,3.88,4.88
25-1082.00,"Library Science Teachers, Postsecondary",4.88,4.75,4.88,4.88,3.38,3.5,3.5,4.12,4,3.88,3.62,2.5,2.12,3,2.5,2.88,2.12,0,2,2.88,2.25,0.25,0.25,1,0.25,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,4,3.12,0.88,0,0,0.5,0,0.88,1,0,3.5,4.75
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",5,4.88,5,5,3.25,3.25,3.5,4,4,3.38,3.25,2.62,2,3,2.12,2.25,2,0,2,2.5,2.62,0,0,1.38,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,3.75,2.62,1.12,0,0,0.25,0,0.62,1.12,0,3.12,4.5
25-1112.00,"Law Teachers, Postsecondary",5.38,5.38,5.5,5.12,3.62,3.62,3.75,4.62,4.38,3.62,3.75,2.12,2.12,3,2.12,2.12,2,0,1.5,2.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,4.38,2.12,0.88,0,0,0,0,0.75,1.5,0,3.88,5.25
25-1113.00,"Social Work Teachers, Postsecondary",4.88,4.88,5.25,5,3.63,4,3.63,4.38,4.38,3.5,3.38,2.38,2.25,2.75,2.38,1.75,1.63,0,1.63,2.88,2.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,3.88,2.88,0.75,0,0,0.13,0,0.75,0.63,0,3.63,5.25
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",4.75,4.75,4.88,4.62,4,4,3.12,3.75,3.75,3.62,3.75,2,1.75,3.25,2.12,2.38,2,0.25,2.88,2.88,2.5,2,2,2.12,1.62,0.75,0,0,0,0,0,0.25,0,0,1.75,0,0,0,0,0,3.88,3.12,2.88,0,0,0.88,0,2.12,2.25,0,3.75,4.75
25-1122.00,"Communications Teachers, Postsecondary",4.88,4.75,5,4.88,3.25,3.38,3.5,4.12,4,3.12,3.12,2.12,2.25,3,2,2.25,2.12,0,1.5,2.5,2,0.38,0.38,1.25,0.25,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,3.5,3.12,0.75,0,0,0.38,0,0.75,1.75,0,3.75,5
25-1123.00,"English Language and Literature Teachers, Postsecondary",5,5,5,5,4,4,3.62,4,4,3.62,3.62,1.88,1.5,3.25,2.62,2.62,2,0,2.12,2.88,2.25,0,0,0.88,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,3.88,2.5,0.5,0,0,0,0,0.5,0.5,0,3.62,4.75
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",5,5,5,5,3.62,3.5,3.5,4,3.75,3.25,3,1.75,1.62,3.25,2.12,2.25,2.25,0,2.12,2.75,2,0,0,1.12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.75,2.88,0.75,0,0,0,0,1.5,2.12,0,4.5,5.25
25-1125.00,"History Teachers, Postsecondary",5,5.12,5,4.75,3.38,3.12,3.25,3.88,4.12,3.88,3.12,2.25,1.88,3.25,2.25,2.12,1.88,0,1.38,3,2.12,0,0,0.38,0,0,0,0,0,0,0,0,0,0,1.38,0.12,0,0,0,0,3.75,2.88,1,0,0,0,0,0.38,0.75,0.12,3.38,4.62
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",5,5,5,5,3.38,3.38,3.38,4.12,4.12,3.25,3,2,2.12,2.88,2,2.12,2.25,0,1.88,2.62,2.12,0,0.12,1.12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.88,2.88,0.75,0,0,0,0,0.88,1.38,0,3.38,4.88
25-1191.00,Graduate Teaching Assistants,4.5,3.88,4.38,4,3.25,2.88,3.13,3.5,3.25,2.63,3,2,1.88,2,1.25,2.25,1.88,0,1.88,2.75,2,1.13,1,2.13,1,0,0,0,0,0.38,0,0,0,0,1.75,0,0,0,0,0,3.25,3,1.5,0,0.13,0.63,0,1.5,1.5,0.38,3.25,3.63
25-1192.00,"Home Economics Teachers, Postsecondary",4.62,4.5,4.88,4.25,3,3.25,3.38,4,3.88,3.38,3.25,2.75,2.38,3,2.25,2.5,2.25,0,2.25,2.88,2.38,0,0,1.75,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,3.62,3,1.75,0,0,0.62,0,1.12,1.38,0,3.38,4.75
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",4.62,4.62,4.75,4.25,3,3.25,3.25,3.75,3.75,3.5,3.25,2.5,2.12,2.88,2.25,2.25,2.12,0,2,2.62,2.5,1.12,0.5,1.38,0.75,1.25,0,0,0,0,0,1.25,0,1,1.62,1.62,1.38,0,0.5,0.5,3.75,2.75,1.5,0,0,1.62,0,1,1.75,0.25,3.12,4.5
25-1194.00,"Vocational Education Teachers, Postsecondary",4.38,4.12,5,4.12,3,3.25,3.38,3.88,3.25,3.38,3.12,2,2,2.5,1.88,2.12,2.12,0,2.25,2.5,2.25,2.12,2,2.25,2.25,2.12,0.75,0.62,0.75,0.75,0.62,1.5,0,1,2.25,1,0.62,0,1.38,0.75,3.38,3.12,1.88,0,0,1.5,0,1.25,1.88,0,3.25,4.12
25-2011.00,"Preschool Teachers, Except Special Education",4.12,3.25,3.88,3.25,3.38,3.5,3.75,3.25,3,3.25,3.25,1.62,1.62,2.5,2.38,2.62,2.38,0.5,2.75,3,2.75,1.88,1.62,1.62,0.5,1.5,0.25,0,0.88,0.62,1.5,2.38,0,1.38,2.5,1.75,2.75,0.62,2,1.12,3.25,2.88,2.25,0,0.5,1.25,0,2.12,2.38,0.88,3.38,3.25
25-2012.00,"Kindergarten Teachers, Except Special Education",3.88,3.62,4,3.75,3.25,3.25,3.5,3.5,3.5,3.25,3.12,2.25,2.25,2.62,2.38,2.62,2.5,0.25,2.62,2.88,2.75,2,0.38,1.75,0,1.25,0,0,0,0,0,1.38,0,1.12,2,1,1.25,0,1.25,0.88,3,2.5,2.25,0,0,1,0,2,1.75,0,3.62,3.62
25-2021.00,"Elementary School Teachers, Except Special Education",4.12,4,4.25,4,3.5,3.88,3.88,3.88,3.5,3.38,3.38,2.38,2.5,2.75,2.38,2.75,2.62,0.5,2.62,3.12,3,0.88,0.38,2,0.12,0.38,0.12,0.12,0,0.25,0.75,0.5,0,0,2.25,1.5,0.25,0,0.88,0.12,3.75,3.5,2.38,0,0,0.38,0,1.5,2.25,0.75,3.88,3.88
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",4.25,4,4.5,4.12,3,3.25,3.62,3.62,3.62,3.5,3.12,2.88,2.75,3,2.75,2.62,2.62,0.25,2.62,2.88,2.75,0.62,0.38,2,0,0,0,0,0,0,0,0,0,0,2,0.38,0,0,0,0,3.25,3.12,2.12,0,0.25,0.75,0,2.12,1.88,0,3.38,4.25
25-2023.00,"Career/Technical Education Teachers, Middle School",4.12,4,4.25,4,3,3.12,4,3.5,3.12,3.12,3,2,2.5,2.38,2.75,2.62,2.62,0.25,2.88,3,2.75,2.25,2.12,2.38,2,2.12,1.25,0.88,1.5,1,1.12,2.12,0,1.38,2.25,1.25,1.62,0,1.62,1,3.5,3.25,2.5,0,0,1.88,0,2.25,2.38,0,3.38,4
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",4,3.75,4.5,3.75,3.25,3.75,3.88,3.75,3.62,3.38,3.25,2.62,2.62,2.75,2.75,2.88,2.62,0.25,2.75,3.12,2.75,0.62,0.38,2.12,0,0.38,0.12,0,0.25,0.12,0.25,0.12,0,0.12,2.38,0.62,0.12,0,0.62,0.12,3.88,3.5,1.88,0,0,0.75,0,1.88,2.25,0.12,4,4.12
25-2032.00,"Career/Technical Education Teachers, Secondary School",4.12,4,4.25,4.12,3.38,3.5,3.62,4,3.62,3.62,3.75,3,3,2.88,2.75,2.75,2.5,0.25,2.62,3,2.62,2.62,2.62,2.88,2,1.88,1.38,1.25,2.12,1.5,1.62,2.12,0,1.5,2,1.5,1.38,0,1.88,1.12,3.38,3,2.5,0,0,1.75,0,2.38,2.12,0,3.5,3.62
25-2053.00,"Special Education Teachers, Middle School",4.12,4,4.12,4.12,3.62,3.5,3.88,3.88,3.88,3.75,3.38,2.75,2.62,2.5,2.75,2.75,2.38,0,2.5,3,2.62,0.38,0.38,2.12,0,0,0,0,0,0,0,0,0,0,1.75,0.12,0,0,0,0,3.38,2.75,2.25,0,0,0,0,1.88,1.88,0,3.75,3.88
25-2054.00,"Special Education Teachers, Secondary School",4.12,4,4.25,4,3.38,3.62,3.75,3.88,3.62,3.5,3.62,2.75,2.5,2.62,2.62,3,2.75,0.12,2.75,3.12,3,0.75,0.25,2.12,0,0.62,1.12,0.12,1.12,0,0,1.38,1,0.12,2.38,1.25,0.12,0,1.25,0.62,3.5,3.5,2,0,0,0.75,0,1.75,2.62,0,3.88,4
25-2059.01,Adapted Physical Education Specialists,4.12,3.88,4.12,3.88,3.12,3.38,3.62,3.5,3.38,3.5,3.25,2.25,2,2.62,2.88,2.75,2.5,0.75,2.62,3,2.88,2.75,2.88,2.88,2.5,3,2,0.12,1.5,0.38,1.75,3,2.12,2.38,3.12,3.12,3,0.5,2.88,2.5,3.62,2.88,2.38,0,0,1.75,0,2.38,2.5,0,3.88,3.88
25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors,4.25,4.12,4.25,4.12,3.12,3.25,3.5,3.62,3.62,3.62,3.38,2.88,2.62,3,2.88,2.75,2.75,0,2.38,2.88,3,0.38,0.38,2,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,3.38,2.88,2.25,0,0,0,0,2,1.38,0,3.38,4
25-3021.00,Self-Enrichment Education Teachers,3.88,3.62,4.12,3.38,2.88,3.25,3,3,3,2.75,2.75,1.25,1.38,2.12,2,2.25,2.25,0,2.12,2.38,2.12,2.12,1.88,2,1.75,1.62,0.75,0.62,0.62,0.62,0.12,1.5,0,1,2.12,0.88,1.62,0,1,1,2.88,2.75,1.75,0,0,0.62,0,1.5,2,0,3.12,3.88
25-4011.00,Archivists,4,4.12,4,4,3.25,3,3.12,3.5,3.25,3.75,4,2.12,2.38,2.12,2.25,2.38,2.25,0,2.38,2.75,2.12,1.62,1.12,2.38,0.25,1.5,0,0,0,0,0,1.88,0,0.75,1.5,0.75,1.25,0,0.5,0.88,4.12,2.88,2.75,0,0,0.75,0,1.5,1.12,0,2.88,3
25-4012.00,Curators,4.38,4.5,4.38,4.62,3.62,4.25,4.25,4.38,3.88,3.62,4.12,3.5,3,2.62,2.5,3.75,2.75,1.25,3.62,3.25,2.62,2.12,1.75,2.38,1.12,1.5,0.12,0,0,0.12,0,1.62,0,1,1.88,0.88,0.62,0,0.62,0.75,4.38,3.75,3.5,0,0,1,0.25,1.5,1.5,0.12,3.88,3.88
25-4013.00,Museum Technicians and Conservators,3.88,3.88,3.75,3.88,3.5,3.12,3.38,3.5,3.38,3.5,3.5,2.75,2.62,2.62,1.88,2.88,2.62,0.25,3.25,3,2.5,3.25,3.12,3.38,3,2.38,1.88,1.5,1.62,1.5,0,2.25,0,1.25,2.12,0.88,1.62,0,1.5,1.25,3.75,3,3.25,0,0,2.12,0,2.25,2.62,0,3.12,3.38
25-4021.00,Librarians,4.25,4.12,4.25,4,3.12,3,3.5,3.62,3.75,3.62,3.75,2.5,2.25,2.88,2.5,2.88,2.5,0.25,2.5,2.88,2.62,2,1.88,2.62,1.25,1,0,0,0,0,0,1,0,0,0.25,0,0.25,0,0,0,4,3.12,2.5,0,0,0.62,0,1.5,1.62,0,3.25,3.62
25-4031.00,Library Technicians,3.5,3.5,3.62,2.88,2.25,2.25,2.88,3.12,2.62,2.88,2.88,1.88,2.38,2.5,1.88,2.75,2.62,0.75,1.88,2.5,2.25,1.88,2.38,2.38,1.62,1.75,0,0,0,0.75,0.12,2.25,0,1.62,1.75,1.38,2.75,0.12,1.38,1.5,3.62,3.12,1.88,0,0,0.12,0,2,1.62,0.62,3.12,3.25
25-9011.00,Audio-Visual and Multimedia Collections Specialists,4.12,3.75,4,3.62,3.62,3.25,3.5,3.62,3.25,3.5,3.12,2,2,2.62,2.5,3.25,2.62,0.62,3.75,2.75,2.25,2.62,2.12,3,2.75,2.25,1.25,0.88,1.12,1.38,0.25,1.88,0,1,2,0.88,1.38,0,0.88,0.62,3.75,3.88,3.75,0.38,0,2,0.12,2.5,2.38,0.38,3.38,3.12
25-9021.00,Farm and Home Management Advisors,4.63,4.25,4.63,4.25,4.38,4.13,4.25,4.25,4.25,3.63,3.5,3.5,3.63,3.13,2.88,3.13,2.63,1.75,3.13,2.75,2.88,2.13,1.75,2.5,2.63,2.38,2,1.25,1.75,0.5,1.25,0.63,0.25,0.25,0.25,0.38,0.38,0,0.5,0,3.38,3.13,2.63,1.63,1.38,2.38,1.25,2.13,2,1.13,4.25,4.38
25-9031.00,Instructional Coordinators,4.5,4.62,4.5,4.38,3.62,3.88,3.88,3.88,4,3.75,3.38,3,2.88,2.88,2.88,3.12,2.75,0,2.62,3.12,2.88,0.38,0.38,1.88,0,0,0,0,0,0.25,0.62,0,0,0,1.25,0.62,0,0,0.62,0,3.62,3.25,2.12,0,0,1.25,0,2,2,0,3.62,3.88
25-9041.00,Teacher Assistants,4,3.12,4,3.12,2.88,2.88,3.12,2.88,3,3.12,3,1.88,2,2.12,2,2.25,2.12,0,2.12,2.62,2.12,1,0.25,1.88,0.12,0.88,0.12,0,0,0.12,1,1.12,0,0.62,2.12,1.38,0.62,0,1.38,0.5,3.25,3,2,0,0,0.62,0,1.88,2,0.12,3.25,3.5
27-1011.00,Art Directors,4,3.88,4.12,3.88,4,4.38,3.62,4,3.75,3.88,4,3.25,2.62,2.62,3,3,2.88,0,4,2.75,2.5,2,2,2.38,1.5,0,0,0.88,0.88,0.25,0,0,0,0,0.25,0,0,0,0,0,4.12,3.62,4.12,0,0,1.12,0,1,1.75,0,3.62,3.5
27-1012.00,Craft Artists,2.88,3,3,2.63,3.5,3.75,2.38,2.88,2.5,2.88,3.25,1.88,2.75,1.75,2,2,1.63,0.25,3.63,2.63,2,3.75,3.5,3.75,3.25,3.38,1.88,1.75,2.63,2.5,0.5,2.25,0.13,1.88,2.5,1.5,2.5,0.13,1.38,1,3.5,2.88,3.25,0.13,0,2.63,0.13,2.13,2,0,3.25,2.75
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",3.5,3.13,3.5,2.5,4,4.5,2.88,3,3,2.88,3.38,0.63,2.13,1.13,1.63,2.38,2.5,0,4.25,3.25,2,3.63,3.75,3.38,2.88,2.38,1.88,1.38,2.38,2.13,0.25,2.38,0.13,1.5,2.38,1.13,1.25,0.13,1.38,0.88,3.5,3.25,5.25,0.13,0.25,2.38,0,1.88,2.25,0,3.38,2.88
27-1014.00,Multimedia Artists and Animators,4.12,3.62,4,3.62,3.75,3.75,3.5,3.62,3.5,3.5,3.62,2.38,2.38,2.75,2.62,2.88,2.62,0.25,3.75,3.25,2.38,2.75,2.38,2.75,2.25,1.12,1.25,1.12,1.12,1.62,0,0,0,0,0.25,0.25,0,0,0,0,4,3.12,3.62,0,0,2,0,2.12,2,0,3,3
27-1021.00,Commercial and Industrial Designers,4.38,4,4.25,3.88,4.25,4.88,4.12,4.62,4.12,4,4,3.88,3,2.88,2.25,3.62,2.75,0.38,4.38,3.12,2.38,2.5,1.75,3.25,2.25,0.5,0,0.25,0.38,0.38,0.12,0.25,0.12,0.12,0.5,0,0.12,0,0,0,4.12,2.88,3.62,0,0,2,0,1.88,2.38,0.12,3.5,3.25
27-1022.00,Fashion Designers,4,3.88,4,3.63,3.88,4.38,3.25,3.63,3.38,3.38,3.63,2.25,2.5,1.88,1.75,3,2.88,0.25,3.63,3.13,2.25,2.88,2.25,2.88,2,0.5,0,0.63,0.13,0.63,0,0.13,0,0,1.88,0,1.13,0.63,0,0.38,3.5,3.13,2.88,0,0.25,1.5,0.25,1.75,1.75,0,3.25,3.13
27-1023.00,Floral Designers,3.63,2.88,4,2.5,3.5,3.5,2.63,3.25,3,3.38,3.38,1.38,1,1.13,1.25,1.13,1.5,0.75,3.75,2.13,2.25,2.75,2.38,2.38,1.38,2,0.38,0.13,0.13,0.88,0.13,1.13,0,0.88,2.5,0.63,0.5,0,0.75,0.38,3.38,2.25,4,0.13,0.5,1.88,0.13,0.13,0.38,0.13,3,3
27-1024.00,Graphic Designers,3.75,3.38,3.88,3.5,3.75,3.88,3.38,3.25,3.25,3.38,3.25,2.25,2.38,2,2,2.62,2.38,0,3.62,2.75,2.62,2.25,2.12,2.62,2.12,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,3.5,2.88,2.62,0,0,1.38,0,1.25,1,0,3.25,3
27-1025.00,Interior Designers,4,3.75,4,3.88,3.75,4.12,3.5,3.5,3.38,3.62,3.5,2.75,2.88,2.62,2.25,3,2.5,0.5,4.12,2.88,2.62,0,0,1.75,1.5,1.25,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,3.88,3.38,3.88,0,0,2.38,0,1.38,1.25,0,3.5,3.5
27-1026.00,Merchandise Displayers and Window Trimmers,4,2.88,3.75,2.75,3.13,3.25,2.63,2.63,2.75,3.38,3,1.38,1.63,0.38,1.75,2.25,2.13,0.63,3.88,2.38,2.13,3.13,2.75,3.13,2.25,2.38,0.13,0,2.13,0.38,2.13,3,0.5,2.25,3.13,2.5,3.88,0,2.75,2.63,3.25,3.5,3,0,0,0.38,0,1.5,1.75,0,3.25,3.13
27-1027.00,Set and Exhibit Designers,4.13,3.63,4.25,3.63,4,4.13,3.5,3.5,3.5,3.38,3.63,2.88,3.13,2.5,2.5,3.13,2.75,1.63,4.5,2.88,2.63,2.75,2.88,3.25,2.63,2.38,2.25,1.5,2.13,1.75,2.25,2.63,0.38,2,2.38,1.88,2,0,2.25,1.5,3.75,3.63,3.13,1.38,1.25,2.5,2,2,2.5,1.38,3.63,3.13
27-2011.00,Actors,4.13,3.63,4.13,3.63,3.5,3.25,3.25,3.13,3,3.25,3.25,0.25,0.38,4.25,2.5,2.38,1.75,0.25,2.75,3,2.5,1.63,1.5,1.75,0,2.13,0,0,0.25,0.25,0.38,1.75,0.38,1.63,2.5,1.5,1.5,0.25,2.75,1.63,3.63,2.63,1.5,0,0,0,1.75,1.75,1.5,0,3,4.63
27-2012.01,Producers,4.12,4.12,4.25,4.38,4,3.88,3.88,4.12,3.75,3.5,3.12,3.12,3,2.25,2.38,2.12,2.5,0,3.25,3,2.62,1.62,1,2,1.75,1.12,0.25,0,0,0.5,0,0.12,0,0,1.75,0,0,0,0,0,4,3.38,2,0,0,1.88,1.38,2,2.25,0,4,3.88
27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio",4.12,3.88,4,3.88,3.88,4.12,3.62,3.88,3.75,3.5,3.5,2.38,2.25,2.88,3,2.88,2.62,0.25,3.25,2.88,3.12,2.25,2.38,2.62,1.5,1.38,0,0,0,0,0,1.5,0,0,0.25,0,0,0,0,0,3.62,3.5,3.12,0,0.25,1.38,0,2.12,2.38,0,3.75,3.75
27-2012.03,Program Directors,4,4,4,4,3.5,3.88,4,4,4,3.88,3.88,2.88,2.88,3,2.75,2.75,2.25,0.25,2.88,3.12,3,2,1.38,2.25,2.12,1,0.75,0.5,0.88,0.75,0.75,0,0,0,0.12,0,0,0,0,0,4.12,3,2.12,0.38,0.38,1.12,0.38,1.25,2.25,0.38,3.5,3.88
27-2012.04,Talent Directors,4.13,4,4.25,4,3.63,3.38,3.38,3.5,3.5,2.88,3.5,2.25,2.75,1.88,1.75,2.63,2.13,0,2.63,3.13,2.75,0,0,1.25,0,0,0.25,0,0,0.5,0.88,0,0,0,0.25,1,0.13,0,0.88,0,3.63,2.63,2.25,0,0,1.5,0,2,2.63,0,3.38,3.38
27-2012.05,Technical Directors/Managers,4.38,4.25,4.38,3.88,3.62,3.75,4.25,4.12,3.5,3.5,3.38,1.88,1.88,2.75,3,3.38,3,0.38,3.88,3.62,3,2.25,1.75,2.38,2.5,1.5,1.62,0.88,1.25,1,0,0,0,0,0.38,0,0,0,0,0,3.75,3.88,3.88,0.5,0.38,2.5,0.38,2.38,2.75,0.5,3.62,3.62
27-2021.00,Athletes and Sports Competitors,3.88,3,3.75,2.75,3.13,3.13,2.88,2.88,3.13,3.13,2.38,1.13,1.13,1.88,1.88,2.88,2.75,0.63,2.75,2.88,2.75,3.13,3.13,3,2,3.25,2.25,0.88,2.25,0.75,3,3.63,3.63,3.5,3.38,4.13,3.5,1.38,3.63,3,3.38,2.88,1.75,0.25,0.88,1.75,0.25,2.38,2.63,0.25,3.13,3
27-2022.00,Coaches and Scouts,4,3.75,4.62,3.88,4.12,3.88,4,4.12,4,4,3.88,2.25,2.25,3.38,3.38,3.38,2.75,1.62,4.62,3,3.12,2.5,2.38,2,1.88,2.38,0,0,0.25,0,0.62,2.88,0.88,2.62,2.75,2.75,2,0.5,3.12,2.5,3.12,3.12,2.12,0.12,1.5,2.5,0.38,2.25,2.88,0.25,3.62,4.25
27-2023.00,"Umpires, Referees, and Other Sports Officials",3.75,3.25,3.75,2.5,2.5,2.5,3.75,3.38,3.13,3.13,2.88,1.75,2,2.25,3,3.63,3.63,1.5,2.88,3.63,3,1.63,0.5,2,0.13,1.75,0.75,0.38,1.13,0,2,1.63,0.25,1.5,2.63,2.25,1.63,0,2.38,1.13,3.13,3.63,2.63,0.25,2,0.5,2.13,2.25,2.75,0.63,2.88,3.5
27-2031.00,Dancers,3.88,2.88,3.5,2.5,3.13,3.5,2.88,2.75,2.5,3.13,3,1.13,1.25,3.13,2.5,2.5,2.75,1.88,3.13,2.63,2.13,2.38,2.13,1.5,1.5,4.88,0.75,1.75,0.75,0.13,3.75,3.13,2,4.5,4.75,4.5,5,4.5,5.88,4.63,3,3.13,1.88,0.13,1.88,1.63,1.88,2.38,1,0.13,3,3.38
27-2032.00,Choreographers,3.88,3.25,4.13,3.25,3.88,4,3.25,3.38,3.38,3.13,3.13,0.75,1.38,2.63,2.13,2.75,2.38,1.25,3.25,3.13,2.88,2.63,1.63,2.25,0,3.38,0.88,0.13,0.38,0.5,2.75,2.25,1,3.5,3.5,3.63,4,2.38,5,4.25,3.13,2.75,2.38,0,0.75,1.25,0.88,1.5,2.13,0,3,3.5
27-2041.01,Music Directors,3.75,3.63,4.13,3,4,3.88,3.5,3.38,3.13,3.75,3.5,1.38,1.38,2.75,2.88,3.25,2.63,0.25,3,3.25,2.75,2.13,1.88,1.75,1.38,1.38,0.88,0.25,0.63,0.88,1,0,0,0.38,1.88,0,0.25,0.13,0,0,3.38,3.13,1.38,0,0.38,0.13,1.5,5.38,3.88,3.38,3.63,3.38
